track_id,track_name,popularity,playlist_id,danceability,energy,acousticness,valence,tempo
6oP02i1hRc3Qp9bd36Ya3Z,Red Lights,48,9,0.654,0.811,0.000626,0.557,124.993
0LbWbOs355EmIMIJPmkum5,Stronger On My Own,0,9,0.474,0.803,0.00314,0.363,139.972
0BflAoJWDrnEkHbaO5KwXP,Stars Come Out - Terravita Remix,14,9,0.63,0.871,0.000569,0.458,139.988
7gv0mCxWB0XPZOpw7NZr2N,Probable Cause,27,9,0.626,0.766,2.75e-05,0.331,140.013
22qUyTlEvJf6DAlyQjMADe,Leaving You,56,9,0.638,0.74,0.0214,0.465,128.045
1dFkD1JfRMzwO6hwUsE8aS,Spectrum,55,9,0.616,0.795,0.0204,0.49,129.93
2zur5fqnOPxukSi1YuoK5s,Keep on Dancing,25,9,0.558,0.86,0.000617,0.376,139.985
4lV3dZCapT3CSrKFpPlAQX,Ghouls - Tha New Team Remix,28,9,0.481,0.87,0.000144,0.401,139.971
4RUJy97KUspD5KOV8CO1GV,Cracks - Flux Pavilion Remix,18,9,0.499,0.826,0.00095,0.416,140.007
1sYClIlZZsL6dVMVTxCYRm,City Lights,43,9,0.625,0.829,0.0155,0.387,140.133
40Fp6pxcS9l08kL1R50mR4,First Time,43,9,0.441,0.949,4.44e-05,0.447,130.817
21tN4jr0QFNyin6YgO9jvm,Falling In,32,9,0.652,0.853,0.00133,0.523,122.724
7iT98FhZ7BAE8xdCxBlw55,Take Me Home (feat. Bebe Rexha),55,9,0.571,0.903,0.0615,0.466,127.951
3HE50TVRquwXe9yv2HFoNL,Never Too Late,66,9,0.433,0.778,0.00838,0.205,149.864
0MCOr7zFLTxmtNmdY5NpS9,Dynamo - Oliver Twizt Trap Remix,5,9,0.568,0.773,0.00717,0.383,139.92
3nE2A8sGDAI2nzGSI8Rzd6,Same Old Song,32,10,0.746,0.565,0.387,0.352,109.959
187ugSczDNFxTFud4qyl3E,Lonely Star - Album Version (Edited),30,10,0.448,0.711,0.378,0.166,158.034
2paLNiRPdyEiDa0es9kEsg,Twenty Eight,35,10,0.641,0.633,0.555,0.235,129.969
4QzEQf6b1RvlVtrqDEcfvB,Coming Down,31,10,0.672,0.602,0.404,0.26,120.971
7IpDQcksaT8SxS7vOX4SRm,What You Need,62,10,0.679,0.403,0.508,0.0694,133.979
47c0P4sWcp9FIv5ryQZ5dr,The Morning - Album Version (Edited),37,10,0.657,0.559,0.33,0.192,120.055
6GnhWMhgJb7uyiiPEiEkDA,Weekend (feat. Miguel),72,10,0.843,0.435,0.47,0.195,120.058
6gLu0lGE1iuAhZaGIIi9dI,Treat Me Right,29,10,0.485,0.723,0.422,0.136,150.127
35Zv0HFPaXFfkZg32R84OH,Sweet Nothing - Diplo + Grandtheft Remix,44,10,0.401,0.956,0.308,0.25,140.058
4QRWA5UqYU1st9aO0UfxOj,Fade Away,66,11,0.488,0.774,0.263,0.522,74.893
4g64deYSvQZ4w9uGpYz2sL,Fire,69,11,0.386,0.714,0.263,0.313,89.807
5ZviStoVcABmBWDnjbDyor,Downtown Love,29,11,0.41,0.564,0.223,0.117,87.973
0aCsQvJk7VXZ6HCHfV5vtj,The Little Things - Kasbo Remix,56,11,0.485,0.614,0.213,0.228,85.027
3ClGZphnWODHLfHYeXgSLy,Martyrs,31,11,0.583,0.523,0.149,0.0399,100.078
3VvBPkc24zC7x05mgJTyGO,Monody (feat. Laura Brehm),63,11,0.53,0.69,0.114,0.217,107.014
16Ldvr8SKdenSlADkLsdYF,Billionaire (feat. Bruno Mars),29,11,0.597,0.752,0.266,0.579,86.685
5n5uyFpfopa4mNdSN0gTaH,Wing$,60,11,0.4,0.602,0.353,0.0983,74.142
3JA9Jsuxr4xgHXEawAdCp4,Just Can’t Get Enough,55,11,0.483,0.648,0.187,0.238,93.939
0nCZDQrlWA149QdGTdlsFU,One Day - New Album Version,57,11,0.346,0.61,0.198,0.237,68.552
11bD1JtSjlIgKgZG2134DZ,Chasing Cars,69,11,0.557,0.609,0.193,0.17,104.01
38xWaVFKaxZlMFvzNff2aW,Breakeven,66,11,0.63,0.698,0.173,0.518,94.023
6acBIiTtlfNblQvEcZLLE1,Don't Stop,47,12,0.449,0.796,0.0821,0.0398,79.992
4Xhmtwwgs2iqxa0s1fFjD1,The Pillars of Creation,0,12,0.478,0.93,0.00147,0.101,69.979
0lkpaeVSkxoHf2bEUB1XeS,Supligen,27,12,0.478,0.742,0.00143,0.231,64.995
1jkIErXa3YNUX5QIyO6GGR,Losin Control,74,13,0.761,0.25,0.558,0.249,96.992
7L96oyotFbLOxKAfywRczR,Machine Keys,61,13,0.646,0.205,0.99,0.298,120.009
2z3htsNRuhDN923ITatc56,Marvins Room,69,13,0.488,0.262,0.672,0.329,111.717
1bAIb7gx8wiOyzDV5Uhlqb,On The Road,29,13,0.456,0.387,0.793,0.5,107.751
4kflIGfjdZJW4ot2ioixTB,Someone Like You,73,13,0.559,0.33,0.892,0.28,135.109
1NarGDteHRuDA9OfGyQ2MG,Hey There Delilah,55,13,0.624,0.28,0.861,0.272,105.087
3XNhUO3VysNZUGq3Z16SWZ,Beneath with Me (feat. Skylar Grey) - Kaskade's V.4,57,14,0.518,0.525,0.102,0.171,125.793
3mof6Z6vz6gonsuIEQXank,Limelight (NGHTMRE Remix),58,14,0.574,0.576,0.0579,0.285,145.094
5ki3wKkrxiQNvv1HC49gXC,What If,31,14,0.59,0.534,0.136,0.178,129.639
6Xi897JXNLSoIaoYZwgTLc,Dímelo,65,14,0.566,0.444,0.0522,0.169,146.991
3Qc88IgLW3TrzCnt8sjagL,Steal Your Heart - Culture Code Remix,39,14,0.337,0.552,0.0613,0.196,137.031
4ro2oMbKA5r5sS3oG1R37T,Let's Get Lost,41,14,0.666,0.673,0.102,0.196,117.942
4BTIG5pFipamu8bCjQXzIY,You - Brillz Remix,34,14,0.551,0.848,0.134,0.132,139.944
143opsE9Bboqx6RskojZUa,Chiaroscuro,26,14,0.387,0.727,0.152,0.151,140.215
64HH8QusEYZYm3wZEplgn9,Can't Get Enough - Radio Edit,51,14,0.584,0.86,0.118,0.117,128.026
46F2qArLwz8WT1qJ2bNRfR,Youth - Adventure Club Remix,47,14,0.53,0.55,0.00747,0.21,139.98
664fvVG2C15AoBlbmpig3p,E.T. - Benny Benassi Radio Edit,35,14,0.534,0.633,0.05,0.175,136.038
5IG2ks1wL6nm0efZGpRNPN,A Dream Within A Dream,41,14,0.606,0.774,0.103,0.149,119.962
2bdR4MKUcVfaZtu6Kv7BXt,Freeway - Flux Pavilion and Kill The Noise Remix,45,14,0.573,0.746,0.0718,0.156,139.905
1EgfPl1osFYIiERvafvNiT,Freeway,30,14,0.459,0.622,0.05,0.202,139.968
2KlZexJjJPuNWcN5uAG1GU,Gold (feat. Yuna),53,14,0.479,0.675,0.0319,0.18,145.022
4IWLawtdMznqdOnbOR9cWW,Legacy - Radio Edit,51,14,0.586,0.706,0.0609,0.18,127.961
1Dnax0nwAz46IyAnljAXkh,Love Again,36,14,0.564,0.889,0.0934,0.218,128.044
4G8gkOterJn0Ywt6uhqbhp,Radioactive,71,14,0.478,0.799,0.126,0.201,136.268
3NLrRZoMF0Lx6zTlYqeIo4,Here Without You,65,14,0.536,0.55,0.0537,0.227,144.018
2q04AFjRX4GKTnFj2eUb5W,Fly Away,27,14,0.556,0.732,0.12,0.201,140.011
7tf63j8xFrQz0hwtWsxVfA,Superior,18,14,0.592,0.985,0.133,0.0873,140.032
692f5A4htpyLA4kQJzv75A,Jail Bait,31,14,0.56,0.509,0.000189,0.209,139.973
0v945WRZhamHsBBqbpW4LH,Days to Come,3,14,0.467,0.723,0.117,0.208,139.995
0UCL4qy7w60uQGWUyEpdtw,Melodrama - Original Mix,11,14,0.482,0.506,0.00369,0.253,127.987
2e2heYBbXWRsDsUtTIVIaF,As The Rush Comes - Gabriel & Dresden Chillout Mix,40,14,0.492,0.715,0.217,0.164,135.039
2ZnAlqhqOz4pzv9xhRbTkQ,Escape,26,14,0.464,0.689,0.0627,0.121,144.87
7JIuqL4ZqkpfGKQhYlrirs,The Only Exception,67,14,0.452,0.563,0.144,0.213,137.715
5UjcApkWuX7xpURwJiq6pJ,Fortune Soul,41,14,0.514,0.662,0.0621,0.164,138.976
2YfVXi6dTux0x8KkWeZdd3,Rain,45,14,0.516,0.545,0.146,0.204,130.026
4jIzCryeLdBgE671gdQ6QD,Journey's End,44,14,0.628,0.744,0.0817,0.215,139.981
7L605WhF5EGf34ggj87yK6,You And Me,62,14,0.461,0.446,0.1,0.35,139.868
6Po0JDs8vPuZOCF7RLbtUE,Between Two Points (feat. Swan),47,14,0.528,0.685,0.133,0.233,121.971
6NdkzOSCLzmyV9Qc4DKhJ2,This Is What It Feels Like,57,14,0.551,0.827,0.109,0.171,129.899
1uIjVysHAMBXEr8Arx7tfT,Ave,44,15,0.587,0.0877,0.952,0.0842,159.801
44nFlz3tVXesHRGuDvZfdD,02:09,51,15,0.347,0.246,0.984,0.0304,159.969
2Zb4HgZEvWfnBDGgC0Lnc0,The Calm - Album Version (Edited),25,15,0.466,0.629,0.81,0.25,160.122
57uX2vR9j9DNiANDYfXw1i,Never Say Never,65,15,0.23,0.492,0.568,0.254,160.139
0Js9hB2I66nJliPIJxzn2R,Higher Ground,56,15,0.711,0.761,0.598,0.526,160.738
1VpqFON7eeE13IbSbRJ8Ic,Get The Money,38,15,0.784,0.417,0.224,0.0391,159.983
7tOqYtca4gJRg1qYZZ36Mc,Seduction,27,16,0.603,0.833,0.116,0.471,77.956
3cg5dbhXBqFyVfkLbpno9C,Random,35,16,0.577,0.792,0.00409,0.149,86.873
1xf12j2tbbtRLRgU7HBHPG,Far Alone,31,16,0.719,0.668,0.0716,0.338,98.001
7zbq8RT5Kd3ExOGVTiUQbR,Hot Like Sauce,48,16,0.707,0.615,0.00134,0.11,89.994
1teaQnt8eVGBy0DoLZJulu,Dicks out for Harambe (Remix) [feat. Baked Alaska],31,16,0.738,0.69,0.102,0.568,99.871
3DRDBFh14bHqSttHxYJFF7,Little Too Close (feat. Veronika Redd),42,16,0.654,0.749,0.0313,0.354,94.989
3W0LmKIdN2ZiXljrbLgcjA,Bass I Love You,36,16,0.66,0.666,0.0191,0.0715,114.037
0Y6Oy9zaBiikNI4mS3jfEp,Headcase,22,16,0.724,0.642,0.0159,0.0718,90.031
5h9pB5af60LWJBrG1HCHsU,Heartless,10,16,0.787,0.635,0.0457,0.605,87.99
2wkQT8QYhs1i8BwjuOzz4w,Bad Guy,26,16,0.605,0.789,0.0517,0.34,80.2
11hqMWwX7sF3sOGdtijofF,One Dance,24,16,0.776,0.624,0.00849,0.349,103.987
1U49kGdfMaoMSBWreMVWmK,Like Toy Soldiers,27,16,0.681,0.77,0.0192,0.397,82.057
37dtTlCf5Zwspc1zyDq5Xg,Comin’ In Hot,21,16,0.714,0.746,0.0211,0.437,96.013
2mZ443lCnqMrXDq4BTPrmx,Look At Me Now,29,16,0.735,0.702,0.0499,0.566,72.998
65pX1V69TGPSYKI8F76Nby,Stan,23,16,0.767,0.709,0.0391,0.495,80.014
2fy3rYGfYeY24CDPtlQdPq,My Name Is,33,16,0.801,0.734,0.0613,0.806,85.712
4XoQykhNqEIqlEA6CuwsqL,DJ Turn It Up,7,16,0.829,0.695,0.000956,0.36,102.018
4KcVVhAaHxqtX2ANt4b3tc,Lean On,22,16,0.713,0.79,0.00339,0.302,98.011
0u06YF4jUgdV2WmWW04NHx,Time Of Your Song,47,16,0.722,0.776,0.09,0.555,77.992
4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,62,16,0.768,0.641,0.000228,0.474,98.974
7sapKrjDij2fpDVj0GxP66,She Will Be Loved,71,16,0.695,0.684,0.0593,0.528,102.041
7sUoGRGkDisk3qNAzugUxN,Dum Dum,36,16,0.787,0.81,0.0596,0.606,77.505
500h8jAdr7LvzzXlm1qxtK,Magic,51,17,0.394,0.589,0.346,0.735,203.176
57kR5SniQIbsbVoIjjOUDa,You Know You Like It,66,17,0.426,0.722,0.0113,0.235,196.133
3cKuHj37BQXHQVjPplPqnd,Take U Out,42,18,0.507,0.795,0.0123,0.0662,159.989
0hO7mCsdaqsOLhVQDArkbc,Been On,30,18,0.628,0.646,0.124,0.31,160.37
2TZnblS38R5p6Ubn3b8YmB,Lockjaw,31,18,0.619,0.64,0.0448,0.243,170.068
4IGN2WR0gGPKxCdlEsR7Wp,Valkyrie (feat. Laura Brehm),0,18,0.43,0.663,0.0172,0.191,173.973
4Z1t1aMRif8ES212kTN8H2,Whole Heart,64,18,0.5,0.677,0.0427,0.208,163.951
1hzOfODGyHGSmZxP8c9NEu,Rollup,28,18,0.644,0.855,0.0849,0.2,159.93
3SxiAdI8dP9AaaEz1Z24mn,Earthquake - Full Version,56,18,0.541,0.856,0.11,0.261,153.066
3rHFo3c176QQnZ3Ucdbp21,Killin' It,47,18,0.514,0.909,0.00113,0.222,159.972
6p4SUKhIyPqbmU828M0JWD,'Till I Collapse,43,18,0.559,0.84,0.0706,0.113,171.311
6XptOuDraarGwkisvMpZj5,Take Ü There (feat. Kiesza),45,18,0.542,0.879,0.0523,0.118,159.888
6bFLRvcOn4obBpHliIYeZJ,Further Away,0,18,0.442,0.648,0.00143,0.0944,174.931
7IyXyFc3fxucKLIJF0ZSVF,Sing For The Moment,35,18,0.672,0.81,0.00166,0.18,164.039
3ZFL7FPEcp5ltaffiI4dZx,All Deez,38,18,0.653,0.609,0.025,0.287,170.064
2gGIKneJlUPPJEOjhufEb1,Interplanetary - Original Mix,36,18,0.557,0.971,0.0575,0.116,163.055
100pCH9jeWJKKyK2sYtasx,Feeling Good - Bassnectar Remix,48,18,0.45,0.675,0.00157,0.212,159.95
33uuhMsavEjGWZ8of1dNIJ,Lose Yourself - Soundtrack Version,48,18,0.703,0.728,0.00509,0.0661,171.424
1OxcIUqVmVYxT6427tbhDW,Fly Away,62,19,0.586,0.872,0.018,0.735,159.925
363t9y4aYAZiDZiCfi5mql,Sierra Leone - Araabmuzik Remix,33,19,0.259,0.815,0.00409,0.458,138.281
2cAmsZQwOuWBFhdBr0Za9C,Donald Trump,42,19,0.641,0.911,0.0792,0.792,163.069
0nkzd3yNniB767zSDDdLZ3,Awake and Alive,63,19,0.434,0.939,0.0425,0.565,159.932
64yrDBpcdwEdNY9loyEGbX,21 Guns,70,19,0.268,0.742,0.0518,0.413,159.779
0SuTP5Ouag9wfROCsSYHaO,Make Up Your Mind - Original Mix,0,19,0.342,0.684,0.0931,0.479,138.779
0fGaSr02YXbdVmcy0PNtfW,Best I Ever Had,45,19,0.454,0.84,0.107,0.496,161.67
2ZICF8SFI5tHttaLJKMY1X,False Pretense,57,19,0.509,0.93,0.00137,0.764,154.95
5eAEsCesAEVhOFh1jg0QH3,Magnetic Eyes - Extended DJ Mix,0,19,0.471,0.913,0.0381,0.681,173.956
5nZ4TYZawJz8A9nHg2rLNS,All The Above [feat. T-Pain],25,19,0.373,0.886,0.0817,0.384,149.324
4DvhkX2ic4zWkQeWMwQ2qf,Like A G6,63,19,0.352,0.843,0.00738,0.716,165.29
1Nhpl3nS1C1Ognzy8q46dM,Monster Dubstep (feat. Meg & Dia),36,19,0.366,0.813,0.0795,0.297,139.852
37sINbJZcFdHFAsVNsPq1i,Superheroes,68,19,0.491,0.885,0.00219,0.624,166.992
6vrUTGn5p8IrfTZ0J6sIVM,Iris,74,19,0.291,0.79,0.00133,0.493,155.667
0c3yfC8zMRJGvmqphczhZb,Nothing,54,19,0.473,0.833,0.00369,0.517,157.012
4IoYz8XqqdowINzfRrFnhi,You Found Me,70,19,0.338,0.803,0.0187,0.398,151.994
3mcG2NI5G5vhrQtRda1YnA,The Middle,67,19,0.629,0.897,0.0424,0.931,161.944
1jal6YRW76PorNdDPkxLrp,Raindrops - Original Full Vocal Mix,0,19,0.416,0.782,0.127,0.418,140.034
0Ix7doBgImhoWJfDnwezP1,Sunlight,45,19,0.356,0.795,0.000195,0.44,140.083
3nzL5CIQiCEt6jRt1AlQ9d,Whatever It Takes,46,19,0.439,0.884,0.00678,0.503,150.049
0htTZnlk6okQ1HIq4EvFQ6,Rebel,51,20,0.682,0.911,0.143,0.554,140.079
4UlKjSANnauxHzIh2ePGlk,Slowly - Radio Edit,50,20,0.591,0.785,0.255,0.239,117.988
3jKK4kpTJEnTX5oQt0Hokj,Cantina Boys,31,20,0.637,0.963,0.139,0.402,105.055
19xSVTy7c5jBGmHHgVXNbg,Let's Go,44,20,0.718,0.909,0.128,0.571,149.971
2qJLp4SATqV1OP5IDN7SMl,Blackout,49,20,0.529,0.739,0.233,0.184,141.889
4ka8vSI2HuSWsYBYcGcQof,Eat Sleep Rave Repeat - Remix,10,20,0.636,0.876,0.188,0.363,128.043
0wpbWr0vI9mIV6WpO5CqPi,Buzzin,43,20,0.723,0.949,0.132,0.598,104.004
5cj8mnNuhZ4KZhxjSLTrQi,Siren - Extended Mix,7,20,0.625,0.863,0.0997,0.423,126.026
2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child (Radio Edit) [feat. John Martin],73,20,0.612,0.84,0.112,0.441,129.042
7MmG8p0F9N3C4AXdK6o6Eb,Outside,72,20,0.646,0.823,0.213,0.391,128.035
1SbqxemPdwGlvmirtQVkCU,Summit (feat. Ellie Goulding),56,20,0.692,0.773,0.226,0.481,139.989
5XmKJXidSzQC2aUk35oLyt,Count On Me,28,20,0.675,0.902,0.12,0.592,129.959
1ERCOXHQcoLSTlgmNTlcrR,2012 (It Ain't The End),42,20,0.718,0.801,0.226,0.546,127.016
7rv0UuxMX7CpUUwEE1jVrd,Beautiful,58,20,0.739,0.938,0.131,0.65,130.018
3QFbOgWOqXEtOD02FMcX7K,Give Me Everything,49,20,0.673,0.934,0.161,0.486,129.027
5KmhARDh8FEU3Lj2UKYwqU,Monster (DotEXE Remix),58,20,0.645,0.741,0.288,0.414,139.914
1kiAXXEYooMvsFWyYaDhof,Keep You Much Longer,44,20,0.713,0.945,0.148,0.568,120.016
5Z7ygHQo02SUrFmcgpwsKW,Wild Ones (feat. Sia),62,20,0.624,0.889,0.101,0.457,127.019
5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,77,20,0.64,0.743,0.269,0.356,122.035
1YDJ2f1JuKzYWZpRYiBYHu,If I Lose Myself - Alesso vs OneRepublic,47,20,0.516,0.79,0.249,0.136,126.007
4gFh3BwE0uSu0noaPuYk89,Headlights,32,20,0.694,0.777,0.172,0.487,146.703
5eleUvVKuyL8mvOpkEIS2q,Stellar - Morgan Page Remix,44,21,0.52,0.923,0.0427,0.184,128.004
3p3XKoz87Ihxhqw6Uj9fr9,Bambini,60,21,0.477,0.916,0.000763,0.108,127.99
7p9jHBSk1pOciORji5sPV8,Miracle,48,21,0.468,0.776,0.0064,0.217,127.982
3felG0BIvmmOoCIeE2A5vq,Tsunami - Original Mix,54,21,0.698,0.838,0.049,0.289,128.004
7qTQcwir9OphuMh623yAP5,The Birds Pt. 1,33,21,0.574,0.667,0.031,0.22,127.854
5pVMhGSj58c84fl3Pbcp1S,Llove (Dada Life Remix),27,21,0.582,0.908,0.00353,0.0673,127.932
4f13AaRyukUTWleyKXaRDh,Smoke Filled Room,57,21,0.574,0.731,0.024,0.393,127.925
0WVv6KMRkZKMMqkcmcQJOK,Children of the Wild (feat. Mako),45,21,0.518,0.911,0.00148,0.126,128.014
4idXqwDDENjWPbkrEy1w47,High And Low,49,21,0.508,0.782,0.0193,0.287,126.917
3yoNx32KYIWl6usnkZ7cBR,Doppler,7,21,0.442,0.892,0.00442,0.206,125.869
77pN4lbCtxyPOWp1iUGev4,H-Town Legends,29,21,0.663,0.828,0.00337,0.124,129.867
63wmAgmkYuzSL2Fg8GaGRy,Make Some Noise - Original Mix,23,21,0.635,0.784,0.000602,0.206,128.067
1sZnQFDHBNr3BRa89NnKo9,Puzzles - Radio Edit,52,21,0.569,0.844,0.0189,0.256,125.036
77TT8Xvx637TpzV8kKGkUw,Titanium (feat. Sia),69,21,0.599,0.803,0.069,0.254,126.057
1Hg0gx6xMCZj5GiLUvWXHT,Say Nothing - Hardwell & Dannic Remix,36,21,0.528,0.77,0.000912,0.203,125.009
4uhRGMvNy1BYoiJByEHL93,We Come Running - Tiësto Remix,27,21,0.664,0.768,0.00101,0.248,124.971
0aBDrRTgDCwWbcOnEIp7DJ,Many Ways - Radio Edit,31,21,0.581,0.64,0.0266,0.283,128.001
5pVk15sR3OgIeKBKqG9jWw,Years - Radio Edit,49,21,0.377,0.825,0.00198,0.333,127.94
06BkD3JPBMXJ4xijGrkNzE,Earthquake,40,21,0.396,0.809,0.00409,0.397,125.294
2lXzgU19U9cSZLJtawjob6,Moar Ghosts 'n' Stuff,40,21,0.903,0.648,0.000105,0.355,128.014
48kF7W23OIcVBsNY5UesuQ,Drop That Low (When I Dip),67,21,0.579,0.896,0.00945,0.0911,125.672
5JWpYWuGnK4Jy2KQpqRFRh,The Hardest Mistakes [Popkong Mix] [feat. Cassadee Pope],33,21,0.439,0.873,0.000544,0.175,124.963
6lbhkPbkKj6jnPTt1FelVo,Bullet Train (feat. Joni Fatora),59,21,0.546,0.703,0.00797,0.205,129.868
12g1tPYQQOsRVi0ubtea0k,Uptown - Album Version (Edited),33,21,0.547,0.787,0.00336,0.368,128.293
1XAQlg3R6XWvCgPYsxAWmy,The Home We Made Pt. II (Bonus Version),30,21,0.613,0.77,0.00639,0.32,129.967
56T1QA7202iW7fZes2PTUe,I Can't Stop Drinking About You - Chainsmokers Remix,64,21,0.637,0.664,0.0451,0.358,128.009
7vZek3NlVeucPxCZDUnsXP,All These Roads (feat. Zella Day and Sam Martin),34,21,0.492,0.836,0.00906,0.228,126.006
4BHDBRF1AZsWUf2t7p2hoi,Nothing Can Hold Us Down,39,21,0.475,0.869,0.00148,0.17,127.965
3dnM2j3WBCn2biJgiuxhnB,Big Rings,40,21,0.642,0.676,0.00219,0.293,132.011
5RajHpEDFnsLHmTkBpye9M,Steal You Away - Radio Edit,29,21,0.555,0.746,0.0171,0.21,127.879
3gGwor936FHfDVaNNlGYwl,Hysteria,43,21,0.565,0.694,0.00315,0.46,128.022
6eE5LWw0DpIbTOdKwDUoE8,Secrets - Radio Edit,64,21,0.662,0.81,0.00127,0.21,128.007
0jtAgYWV6XnDGdGZ1S8p69,Run Away,43,21,0.676,0.895,0.0287,0.106,124.958
0IkKz2J93C94Ei4BvDop7P,Party Rock Anthem,59,21,0.739,0.725,0.0235,0.345,130.024
4shgvM4ClrZeDiflNJwlGd,Sugar (feat. Wynter),49,21,0.738,0.868,0.0371,0.202,130.003
5bw3ANysdLNdRl8wZfunVp,Last Chance,52,21,0.416,0.848,0.0632,0.172,127.905
3ezkJgagRPZ39KCTrKcSI7,Ghosts 'n' Stuff,56,21,0.611,0.613,4.73e-05,0.454,127.979
65hRZOQkVjmBdusz1N7aOv,Save the World - Radio Mix,60,21,0.507,0.665,0.0144,0.406,126.879
5ujmAC6yp9J29zNnq6BE5i,Alchemy,37,21,0.578,0.69,0.0304,0.252,129.919
1sesMhxAfFULBsdoX4DZar,Honors - Radio Mix,38,21,0.514,0.871,0.00367,0.0964,128.105
2o1F0b0NCGabe7BbLNqe5J,No Beef,46,21,0.74,0.828,0.0194,0.227,127.969
2KNsflubHgQQJJ1KEGvFNv,Avaritia,37,21,0.756,0.727,0.0229,0.0316,128.025
0DIekYoiwwr1kkTUGmQlSL,Strobe - Radio Edit,51,21,0.656,0.662,8.12e-05,0.0748,128.022
2MU2PKI25tg0PM7SSnxvka,Nothing Inside,30,21,0.412,0.737,0.0346,0.392,126.324
2hr7myxuDCoXsKyVfh4ue0,Do Or Die - Afrojack vs. THIRTY SECONDS TO MARS Remix,47,21,0.568,0.889,0.0348,0.201,128.03
2ldAdghnrO34HPcZ0IWfTu,Ten Feet Tall,55,21,0.524,0.864,0.0388,0.349,126.954
2n2lLRax8VZpqysfKGHKZy,Lightning (feat. John Rzeznik),17,21,0.51,0.785,0.0284,0.159,129.068
7bxnKAamR3snQ1VGLuVfC1,City Of Lights - Official Radio Edit,37,21,0.428,0.922,0.0766,0.193,128.17
3awfuEyFxNCnCAhklyu4kU,Written In Reverse,42,21,0.476,0.792,0.005,0.282,130.002
0YzCQcsgj6KqwBHVx1mZrH,Heroes (we could be),52,21,0.509,0.752,0.0334,0.355,125.87
0TNeJWS27u6zKUFJ4HBHGH,One In A Million,27,21,0.601,0.832,0.0316,0.204,127.999
69mlHIPayAZVzC32RaVty5,Anchor,51,21,0.536,0.832,0.00768,0.155,130.069
5sYzg83Vy4IW4TfE9jwk8g,Invincible - Radio Edit,48,21,0.613,0.775,0.00678,0.385,127.906
5MnkhumYJRLvLdEzIqkfWy,"Wild One Two - feat. David Guetta, Nicky Romero & Sia",30,21,0.703,0.684,0.00164,0.222,126.027
2U8g9wVcUu9wsg6i7sFSv8,Every Teardrop Is a Waterfall,65,21,0.425,0.733,0.00193,0.319,117.985
3rwdcyPQ37SSsf1loOpux9,Surrender,53,21,0.542,0.894,0.0236,0.289,127.947
5vQIaNoKsT4xkG1j2KFBFs,Gold Skies,47,21,0.562,0.815,0.00426,0.203,128.02
4dSUq6XjY2Z7X3IdyR0Aig,Wildfire - Radio Edit,40,21,0.547,0.746,0.0111,0.115,127.988
6jOMH6cDBx6vT434E4FwDB,Set Yourself Free,39,21,0.499,0.892,0.000644,0.249,127.866
4FFuWp6JTQdZK5a5G3GADX,You Used to Hold Me - Laidback Luke Remix,13,21,0.706,0.919,0.00278,0.04,129.027
6Wx88Mv6b9ofjKMKkdwOJd,New Divide,61,21,0.493,0.808,0.000235,0.369,117.971
4RXpgGM7A4Hg7cFBoH5KyF,Hey Brother,65,21,0.537,0.777,0.0279,0.412,124.943
6TwfdLbaxTKzQi3AgsZNzx,Daylight,49,21,0.658,0.651,0.00344,0.385,119.991
69VrLPTdOduu3unsJfJN9H,Left Field,8,21,0.854,0.673,0.00268,0.238,127.01
7LGrlydlwonTN6iz8x5ASe,Dare You - Radio Edit,43,21,0.456,0.89,0.0169,0.182,127.894
54ZPmGE1uOG9IYoUBSRSp7,City Of Dreams - Radio Edit,53,21,0.476,0.815,0.0028,0.144,127.964
5Sey3HgGa6KB46mlOyCClZ,Calling (Lose My Mind) - Radio Edit,53,21,0.412,0.871,0.0124,0.132,125.043
4e1V6XqJ0GbagtTaI6ytUS,Find You,52,21,0.532,0.792,0.027,0.381,127.989
60wwxj6Dd9NJlirf84wr2c,Clarity,64,21,0.514,0.776,0.0371,0.208,127.975
0278f6vHdxZZ944DSpQcss,Embrace Me (Dirty South Remix) (feat. Urban Cone & Lucas Nord),32,21,0.678,0.669,0.0161,0.318,128.006
092dz2yORKaJpC05ZlN9ME,Thunder - Original Mix,36,21,0.661,0.885,0.00655,0.23,127.936
5v54ZQ0glzbB9XUPTaX0cj,Apollo - Radio Edit,48,21,0.56,0.742,0.015,0.27,128.06
3ziKJoRHiJsaoTaeBYCJBA,Doomsday,32,21,0.327,0.839,0.0003,0.138,120.116
3CeYdUfGPCjKMDYyI1PpCh,Otherside,57,21,0.458,0.795,0.00316,0.493,123.229
4sK96UnGx3NjBaqvfTG2dm,Too Close,58,21,0.579,0.731,0.0137,0.289,126.07
5jyUBKpmaH670zrXrE0wmO,Reload - Vocal Version / Radio Edit,53,21,0.487,0.722,0.0766,0.414,128.04
4BcFmLv7C3SmYaTVOukEom,Flashback,43,21,0.494,0.948,0.00207,0.188,127.994
5brviRvO3ZIDvdF0dED9wC,Bad Wings,48,21,0.631,0.684,0.0138,0.23,129.961
0BO1a9WQ1qCwORuIkFKjjC,A Word From Our Sponsor,28,22,0.699,0.461,0.816,0.698,128.447
5Pr0TW20B5zyznKFlPzteu,Jackie Boy,39,22,0.391,0.78,0.354,0.458,144.834
