track_id,track_name,popularity,playlist_id,danceability,energy,acousticness,valence,tempo
591nHHHzZl1NLt9PMKpinM,I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim / Radio Edit,57,22,0.509,0.79,0.325,0.606,127.946
50cSs6d03KV85oKytBmin9,Piercing Light (feat. Mako),58,22,0.274,0.609,0.246,0.354,124.96
2wIC3jqtTK78zQMdj1DRLu,Run,58,22,0.686,0.665,0.725,0.692,137.92
5GxnELiWZLV5v3mOglIlMP,The Hero - Original Mix,0,22,0.16,0.901,0.00158,0.457,139.988
4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,68,22,0.857,0.517,0.565,0.75,129.063
1aF6jpITT6RzPxrYsZJeIm,"With You, Friends [Long Drive]",43,22,0.366,0.572,0.343,0.365,119.938
66TRwr5uJwPt15mfFkzhbi,Crank That (Soulja Boy),65,22,0.732,0.724,0.511,0.801,140.13
5XRHGXut00SrJUFmcn2lQF,All The Right Moves,54,22,0.53,0.95,0.284,0.738,146.035
2ia7iiEtpiOL2ZVuWxBZGB,I Will Never Let You Down,61,22,0.753,0.801,0.403,0.787,128.011
3ZWPgfiiEbvYZluf9ad7hX,The Birds Pt. 2 - Album Version (Edited),30,23,0.3,0.529,0.755,0.0736,183.733
6MDTpYxPFL0wtFd0pjfKws,Rhythm Of Love,56,23,0.531,0.542,0.356,0.73,171.878
5zggls08Fw43MEb2r9kSUW,The Zone - Album Version (Edited),34,24,0.608,0.525,0.275,0.267,139.978
1cqnGwMySViy27OYfuKLvC,Valerie,30,24,0.634,0.543,0.325,0.426,147.985
25w1AJSBFa2UsVrvx5UMm3,I Mean It,36,24,0.716,0.56,0.12,0.147,139.852
5R2ngnfqkY1MMF8Tt464aO,Opportunity Cost,30,24,0.672,0.405,0.438,0.287,144.167
4VKWf6nfvy6ipeDypQuGFm,Too Much,30,24,0.671,0.558,0.185,0.152,140.458
334S9SWZMjyRDN0wrHw7wk,Pop Style,69,24,0.721,0.461,0.173,0.0566,133.072
0AjrdcjDF0nrsoTzOFdXUv,What They Want,18,24,0.827,0.419,0.448,0.457,140.062
0FsPxILNGMIKCb9OACFNt6,Hell & Back,62,24,0.597,0.545,0.339,0.347,134.043
3pVYaDSQ4z0RIrxXQOzbR9,Headlines - Edited Version,42,24,0.669,0.532,0.381,0.434,152.0
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,77,24,0.686,0.457,0.595,0.711,150.953
5QjmOXFMKg9QOn9OWmkWDj,Embrace,44,24,0.627,0.591,0.0535,0.0713,139.998
4JNpKcFjVFYIzt1D95dmi0,Oh Miah,40,24,0.753,0.532,0.267,0.334,140.037
4FXj4ZKMO2dSkqiAhV7L8t,Evil Beauty,50,24,0.652,0.581,0.337,0.459,139.982
7Lf7oSEVdzZqTA0kEDSlS5,Cry Me a River,70,25,0.624,0.653,0.575,0.588,73.884
5ViIbEgXhDBsLEapDKISRC,High For This,40,25,0.441,0.395,0.763,0.0748,75.011
0O5pYfp9enRuEqwz2b7afL,The Knowing,32,25,0.459,0.557,0.586,0.115,85.971
5fohLPNqO6TqwrZ7BoUWUT,High For This,64,25,0.459,0.4,0.753,0.0681,74.953
2XR1OHseXVG13XzFX4WFng,Midnight Terrain,40,25,0.659,0.448,0.34,0.267,75.018
7GDvbciPx1FfglvYxYRYaR,Mirror,34,25,0.369,0.637,0.875,0.335,79.421
0j55p8YRAPG8yajtNyjt6A,Hold You - Hold Yuh,63,25,0.69,0.621,0.321,0.479,66.858
1d9AWpbn0IF95ZlgsfqAKE,Know Yourself,37,26,0.759,0.397,0.186,0.166,114.657
3CBDwRy9pnR05AWXDCZLWK,Young Man,26,26,0.84,0.334,0.0375,0.037,109.973
2HrYDWxXQKIvOvwS293bX4,Ride It,47,26,0.749,0.702,0.159,0.357,130.051
23lZqTIkHXJZBrDA4ZDWBz,Flash X (Said The Sky Remix),38,26,0.667,0.545,0.0242,0.169,127.979
3bNopejTiuFxDpB7CZhaRX,Almost Famous,32,26,0.699,0.521,0.0339,0.0906,124.051
4nP6jRqPZjFGDfBZpwxwh2,Our Story - Radio Edit,52,26,0.513,0.689,0.172,0.402,128.097
69oUjxmpalaTk74WVx8OXI,Midnight Run,23,26,0.546,0.83,0.157,0.521,135.011
0QwD6Dv9PdUKj2scIciAgu,River Flows in You - Dubstep Remix,25,26,0.74,0.642,0.242,0.395,130.002
3XWZ7PNB3ei50bTPzHhqA6,Sandstorm - Radio Edit,50,26,0.494,0.99,0.0936,0.645,136.363
1RsJtLNkVbCIkE6bPPM1og,In Your Arms - Radio Edit,32,26,0.643,0.96,0.27,0.506,127.972
2JXlRVBgLHqhfphmjXyVBZ,Not Afraid,43,26,0.857,0.948,0.497,0.67,114.656
0CAfXk7DXMnon4gLudAp7J,Low (feat T-Pain),71,26,0.918,0.609,0.0928,0.304,128.008
3xozZw4YNCv777ONrbdHsy,Stay The Night - featuring Hayley Williams of Paramore,49,26,0.6,0.728,0.109,0.441,127.926
0HnaqUxvHP5LaWdmWwJpiS,Love Somebody,54,26,0.675,0.764,0.142,0.477,120.009
1NrJYpdAi7uosDRPmSYrsG,Apologize,66,26,0.59,0.731,0.334,0.502,117.996
24LS4lQShWyixJ0ZrJXfJ5,Sweet Nothing,70,26,0.573,0.929,0.197,0.584,127.934
05SBRd4fXgn8FX7bf8BCAE,I Need Your Love,68,26,0.695,0.869,0.41,0.572,124.989
1wqBQgOX5ahKEDHF7bzsTC,Next,32,27,0.621,0.685,0.734,0.408,112.121
68ZdNEIJ1v0sb0JKlPA1Z3,Strobe - ATTLAS Remix,44,27,0.459,0.776,0.581,0.0397,124.004
0pSIJCxYqZNIZBTAnIXOkv,Lighters,29,27,0.628,0.659,0.328,0.154,89.703
18UhvUi9FjHtoTgnqX7kbl,Drop It Like It's Hot - Album Version (Edited),28,27,0.903,0.55,0.217,0.647,92.009
0QkkjAMR31mR08oJCf5ZWb,Parallel Lines,2,27,0.573,0.664,0.672,0.16,95.003
73xxwkPv3hR2v2Z3Yq8bM0,Mockingbird,39,27,0.63,0.671,0.211,0.225,83.437
5vlEg2fT4cFWAqU5QptIpQ,Replay,66,27,0.706,0.751,0.173,0.189,91.031
6Or2a4HxPTkZHeyqBnp2aY,Red Nose,22,27,0.827,0.517,0.479,0.717,97.563
0DAsxISzun85PbsqAfIzeC,Intro,65,27,0.617,0.778,0.459,0.15,100.363
4Musyaro0NM5Awx8b5c627,The Man Who Can't Be Moved,63,27,0.609,0.629,0.425,0.343,99.955
5VWVVSABdgccboSdrKGiZH,Fortune Days,54,27,0.598,0.67,0.383,0.188,104.964
5vNQTjsievC8vMywgQ0f15,Slave II,37,28,0.517,0.488,0.0181,0.128,90.591
1W24EoQxALLuoLDhJXVEOs,Tumblr Girls,38,28,0.663,0.406,0.104,0.305,121.966
18cCBvygH6yEFDY0cYN3wT,Divinity,57,28,0.496,0.549,0.00899,0.145,89.997
3y9lKPLnxPwtDjlZSmgvP4,Own It,31,28,0.65,0.351,0.0639,0.318,103.037
5n4B6BvUcpbf2AyaPoyIdd,Wu-Tang Forever,27,28,0.786,0.404,0.0431,0.324,99.883
4lteJuSjb9Jt9W1W7PIU2U,Derezzed - Remixed by The Glitch Mob,45,28,0.514,0.524,0.0678,0.184,96.958
00HFpTTjUHfMmJMZ6HiSHi,Midnight City - Man Without Country Remix,0,28,0.517,0.423,5.24e-05,0.111,105.045
6i0V12jOa3mr6uu4WYhUBr,Heathens,88,28,0.732,0.396,0.0841,0.547,90.024
4S73p2PcSonb5wbXIcanqv,The Hills,39,28,0.587,0.565,0.0646,0.14,112.908
1zFl7vjNX3JJ3gQR2vM3LU,Some Chords,1,28,0.788,0.423,5.37e-05,0.392,128.009
4YPhn26bIFm2KUkL1VLzQG,Say It Ain't So,64,28,0.635,0.435,0.00328,0.445,76.098
3BBiaTLrwRlSkozCTFtrsT,Psychedelic Stereo,51,28,0.482,0.484,0.0013,0.158,84.019
5PZN2lQL8IusNEc8L5BeeW,Lies,38,28,0.588,0.446,0.00702,0.11,120.019
4c9FIjxXYYEyD9iH02fvbu,Animus Vox,51,28,0.68,0.533,0.161,0.404,99.946
5EuAj9nZiWRKeBkgxMXsW4,Beautiful Girls,15,29,0.745,0.666,0.159,0.727,129.995
43jBqV3j3Xi1g6wO0bhIMd,Now and Later,89,29,0.781,0.57,0.273,0.858,107.059
2bLqfJjuC5syrsgDsZfGmn,The Way I Are,56,29,0.734,0.808,0.189,0.792,114.764
56CShFBzzmlevmTIkXRCCr,Numb / Encore,39,29,0.684,0.787,0.0548,0.765,107.003
6Knv6wdA0luoMUuuoYi2i1,My House,78,29,0.688,0.702,0.0215,0.731,94.006
2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,74,29,0.72,0.802,0.0921,0.716,124.043
6434Cyt3VkOxroedmysIHO,Assets,1,29,0.719,0.801,0.00116,0.839,100.03
2LYAG9jlH9rul11nalRxR0,Killer,48,29,0.644,0.84,0.153,0.937,99.936
3VrI4JYoS75hyLPwG6Z9tn,Remember The Name (feat. Styles Of Beyond),36,29,0.687,0.805,0.0661,0.893,84.858
3fV2ZnSsxgvXUHshkGCBdR,Solo,52,29,0.73,0.728,0.197,0.693,130.061
0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),68,29,0.646,0.795,0.0319,0.791,89.99
6BtmXhTJMM9sBTHeYYASGz,It's Time,61,29,0.656,0.879,0.0178,0.902,104.997
4fIWvT19w9PR0VVBuPYpWA,Haven't Met You Yet,64,29,0.615,0.733,0.152,0.803,122.58
5ZrrXIYTvjXPKVQMjqaumR,Loud Pipes,58,29,0.718,0.703,0.109,0.86,87.975
1q9siR3OqGFnTeqFxwzN1S,The Sweet Escape,39,29,0.756,0.786,0.201,0.743,119.962
0wYVNC09iLBVIqHB07Hckt,Ecstasy,49,29,0.658,0.878,0.135,0.908,130.009
3ujORpm8Hf7QWEtfqSAZL8,Alone,88,30,0.671,0.924,0.196,0.161,97.012
5bNmq4OYWW0biHGJp6MA55,Lord Knows - Album Version (Edited),29,30,0.358,0.877,0.0625,0.308,80.205
60ceiIgn9hOThpY9yNWO8q,Playing In The Shadows,6,30,0.585,0.861,0.157,0.179,87.529
7ceIquYtiTYlgSSm7PqUf9,Already Gone,50,30,0.209,0.872,0.217,0.292,78.139
0ZJDuC20QYwbXzHffx6N90,Fade (feat. Zak Waters),51,30,0.321,0.909,0.0117,0.0393,100.567
1MwnqTZQR89Y0LOLMJUceN,Gold Love - feat. Rosie Oddie,28,30,0.468,0.907,0.00169,0.0379,108.738
7dkajUeoUIlNCPOX7h6lEs,Gangsteppin,15,30,0.513,0.889,0.185,0.332,79.935
2TUimpbq8y43PwOoRraDzq,Testarossa,26,30,0.364,0.841,0.00291,0.123,89.862
51lw0kzOKi4K3uRGj7K5HK,Feel Stronger,0,30,0.162,0.869,0.000196,0.0498,95.167
48s0QHJgmiNsth3WEO6U4M,Stop And Stare,56,30,0.488,0.862,0.0706,0.253,92.449
3BVAGwQGSiWXpIWx8QbMvP,Must Be The Feeling - Flux Pavilion & Nero Remix,32,30,0.286,0.92,0.00121,0.0429,104.986
6ZOBP3NvffbU4SZcrnt1k6,Kryptonite,69,31,0.545,0.86,0.00624,0.591,99.031
33iv3wnGMrrDugd7GBso1z,My Own Worst Enemy,65,31,0.494,0.946,0.00129,0.713,103.408
7nnWIPM5hwE3DaUBkvOIpy,Drive,67,31,0.645,0.792,0.0562,0.655,90.565
5t5e19EoXJGGt3l6XNnRgx,Invitation (feat. Yade Lauren),62,31,0.598,0.842,0.0978,0.585,103.921
5uHYcK0nbEYgRaFTY5BqnP,Magic (feat. Rivers Cuomo),57,31,0.549,0.932,0.0127,0.782,82.439
3uHKcFj0kpC6F7HnZpgQ96,Little Moment,50,31,0.62,0.804,0.0507,0.576,87.094
1CvCdoP0Dqx8qrdt2ZdMH6,When I'm Gone - Album Version (Edited),28,31,0.64,0.736,0.0502,0.739,75.159
39eP8XKgF9jchwi6cPIxPl,Legends (feat. Kalibwoy) - Original Mix,41,31,0.647,0.856,0.0225,0.667,75.0
3DamFFqW32WihKkTVlwTYQ,Fireflies,65,31,0.591,0.649,0.0294,0.482,90.002
7nBFCwnYqgmNOOS5PrTlfN,Fools Rhythm,38,31,0.589,0.82,0.000605,0.519,86.051
5i7fZq3chLyCHo3VeB6goD,First Of The Year (Equinox),65,31,0.429,0.948,0.00711,0.561,115.785
7LP4Es66zdY7CyjepqmvAg,Down,62,31,0.663,0.693,0.0149,0.696,66.002
487En8Tg4r6Na9wSOWyMEZ,Headphones,0,31,0.58,0.869,0.00661,0.555,90.018
27mhCGdAA8gM7b33KIiB3k,Cyclone,56,31,0.641,0.72,0.0102,0.574,77.969
5QpaGzWp0hwB5faV8dkbAz,Wherever You Will Go,62,31,0.558,0.719,0.0367,0.367,112.027
6K4m7PJo8RiM1KZmgexYtg,Live Your Life - feat. Rihanna,30,31,0.434,0.861,0.0582,0.484,108.34
3a2tuvXCHbW5nuUckuHkKT,Little Talks,67,31,0.46,0.786,0.0215,0.419,103.192
5LLTVSXK5qzEguVHcUNddw,Magic (feat. Rivers Cuomo),38,31,0.549,0.932,0.0127,0.782,82.439
6OtCIsQZ64Vs1EbzztvAv4,Good Life,59,31,0.636,0.699,0.0929,0.642,94.966
0Dz49qemTOjX9RcPZzIl2q,Drive It Like You Stole It,43,31,0.608,0.68,0.106,0.424,85.962
48bSfSZaq9Aizbu4AWn4st,Febreze (feat. 2 Chainz),61,33,0.68,0.983,0.0184,0.292,149.829
6hJSH3jS9jG6khVclppBJw,Till It Hurts,53,33,0.55,0.893,0.000654,0.288,144.982
2HFxvEw1uPkZ0vmfiNr9vZ,Heartbreak (Bare Noize Vocal Mix),20,33,0.533,0.914,0.00234,0.236,135.037
1zzjHoGaWqtZoUhkqSxnhS,Reaching - Original Mix,35,33,0.549,0.974,0.0116,0.151,149.992
2bBpASy4X678fjVk5LQr9S,Intelligence - Original Mix,18,33,0.534,0.936,0.0279,0.289,140.026
2KU0RHzEYq8GLwDTyimWGr,Core - Original Mix,54,33,0.532,0.949,0.00168,0.596,149.962
4CbKVDZkYKdv69I4bCaKUq,Hero,67,33,0.533,0.967,0.00791,0.786,142.018
17Y9SoJ1xGkDfgU4yEatcv,Running All My Life,27,33,0.553,0.977,5.14e-05,0.483,139.992
2xaLEsaIioNn7OFLsygaDr,Surrender,21,33,0.519,0.877,0.0149,0.572,142.023
12mGwph2YzDIlChtq3EdXP,Alone,78,33,0.636,0.953,0.0244,0.397,142.011
3VAQszqfFMuR7jJSpfwPsN,Bangladesh,22,33,0.525,0.929,0.00543,0.231,150.022
0NWQTyapmz4GuDTSN9xTB7,Candyman,64,33,0.573,0.875,0.0232,0.24,149.974
2TcZ05FR0xQWZOaFWyRWUt,L'Amour Toujours - Tiësto Radio Edit,62,33,0.591,0.931,0.00763,0.174,129.975
3sSwdKGqxmpycfrRHY61Mf,Music in Me,25,33,0.474,0.939,4.52e-05,0.314,140.01
66YlQnuqDGTnWY8R0r6sEb,Dirty Sexy,0,33,0.565,0.857,0.00229,0.307,146.176
2AoML94KKYaZM5G15wYP82,Rescue Me (feat. Juliana Chahayed) - Original Mix,45,33,0.667,0.94,0.00209,0.293,134.994
4is6Z7ZZkQKxezliMAVah7,Standby,48,33,0.604,0.932,0.00687,0.308,140.108
1ShWHEgisDGPl9G3g85ANu,Breakn' A Sweat,54,33,0.596,0.921,0.0049,0.232,139.969
3LK9g77hd41jzbGh1Etj44,Superbad,19,33,0.535,0.928,0.000241,0.613,139.937
1yFhsKboncOUUXhRAqcWd2,Vice,20,33,0.553,0.938,0.000276,0.0333,138.946
5f6igUw1asUL4AGXSvgTW8,Levels - Skrillex Remix,51,33,0.615,0.91,0.00761,0.347,140.0
1Thv8uCYzyOFC7PME9J936,The Island - Pt. I (Dawn),55,33,0.578,0.893,6.15e-05,0.37,126.018
4XCHizdk3YrzdveEOAGpob,Kill EVERYBODY - Bare Noize Remix,39,33,0.594,0.947,0.00133,0.377,140.043
2HN8Y2Mkp9xikxGR9VJXoa,Scatta - feat. Foreign Beggars & Bare Noize,44,33,0.618,0.928,0.0154,0.382,140.031
4rwpZEcnalkuhPyGkEdhu0,Scary Monsters And Nice Sprites,58,33,0.523,0.944,0.00336,0.32,139.997
5tGwVrXBhYGUIRQuQ1gvrQ,Ruffneck - FULL Flex,48,33,0.646,0.97,0.000244,0.334,140.145
687RRToOFAtpqZRzmbhGtu,The Devil's Den,53,33,0.616,0.946,0.00075,0.332,127.992
5BGTfgBLQAhfFXIGSFsFz5,Hypest Hype,23,33,0.622,0.951,0.00144,0.512,140.091
6MqW785UN5QF9UZ6ocL5s9,Jah No Partial (feat. Flux Pavilion),42,33,0.584,0.938,0.000501,0.39,139.993
32umxnWHwaBbAebfg8qHE2,Daydreamer (feat. Example) - Extended Version,25,33,0.555,0.885,0.0033,0.443,141.343
0kpMAq4SeMfl93tMqlCInk,Still Getting It,16,33,0.591,0.956,0.00556,0.656,140.062
6PtXobrqImYfnpIxNsJApa,Bad (feat. Vassy) - Radio Edit,65,33,0.614,0.972,0.00125,0.405,127.966
2QQYl5j1E90a1HlfuTY5Xf,Back to the Pump - Tropkillaz Remix,26,33,0.575,0.912,0.000241,0.273,140.015
05XsaFSfkfX1gp1B8McXen,Now (feat. Rye Rye),45,33,0.533,0.952,0.0246,0.515,140.035
6jNM6fKx3WnyHbWBI9hs2r,Cinema - Skrillex Remix,58,33,0.635,0.983,0.00901,0.422,145.085
4X3VVecJOhRO1TXThYNY2x,Raindrops - Flinch Remix,0,33,0.57,0.918,0.00579,0.467,140.039
4umWM9ajmlpIOP5UnxTgnF,What,32,33,0.55,0.975,0.000258,0.322,139.957
4gjVjSHvFdzgOTEy2MloqU,The Music's Not Over,22,33,0.483,0.924,0.00735,0.443,140.014
3krehk8mqui3G2AeotY0HV,Make My Whole World,19,33,0.641,0.95,5.83e-05,0.245,140.047
1rP3rr0EmciZN1Dm9Yelz7,AT2,10,33,0.563,0.941,0.00167,0.19,138.124
34o2xJAVNTzoYN0o2Sd6sW,Big Boss,39,33,0.553,0.983,2.08e-05,0.0272,139.932
7bTDpfwH9z5WSbgAQKwhc1,Ego Killer - Bassnectar & Timeline Remix,29,33,0.586,0.947,0.00163,0.129,140.069
3CzOoYfw7mj5jMHGsJp9TG,I'm So Sick,55,33,0.434,0.961,8.45e-05,0.26,153.969
7k9iVpyeR5ybSPSkvmAP6K,All Around Me,56,33,0.479,0.884,0.0338,0.447,146.922
3GhntU8mCuMuW5NXHvaTOx,Air,30,33,0.48,0.913,0.0113,0.551,148.034
1nNPLcueemE7gIoBqsYUTT,Lucid Truth,46,33,0.641,0.913,0.0402,0.342,139.978
4kpDB9E9RvdZs5lRgXayAx,You Used to Hold Me,43,33,0.628,0.97,0.022,0.172,128.97
3pjQbv6ZZO0JX8A0opiBeU,Too Late,24,33,0.481,0.91,0.000997,0.358,145.053
0xMEF2WiqKWTIG7Krjungw,The Distance,60,34,0.463,0.749,0.00796,0.891,183.048
6nTiIhLmQ3FWhvrGafw2zj,American Idiot,72,34,0.38,0.988,2.64e-05,0.777,186.113
5MclzrOnpzFu8NPhNVE3Cp,Some Kind Of Drug,38,34,0.507,0.518,0.0556,0.519,166.603
3Xn7SFjB5cLAQPKsVIBc2q,Yin Yang,41,34,0.427,0.892,0.0165,0.764,170.039
41pFyxOpS119Pb8JEzhx0w,"Boulevard Of Broken Dreams - feat. John Gallagher Jr., Rebecca Naomi Jones, Stark Sands, Company [Album Version]",61,34,0.417,0.647,0.0569,0.331,166.12
714Lw0m2SmCEhKSPw0Dn8J,Welcome To My Life,55,34,0.421,0.858,0.0134,0.513,173.255
3KteDPcUSCl85cyDZiUBR5,Comin' Up,24,34,0.515,0.726,0.0773,0.739,171.724
1tSjFlsXMVAyjmMRGxj2Lc,Empire State Of Mind,0,34,0.476,0.956,0.0246,0.794,173.66
4ME2s6l7VNi18wY7pgwbDE,Are We Happy Now?,0,34,0.465,0.675,0.0456,0.563,173.824
2zJZwWF7BTGIIvrAlgzJEx,Whatcha Say,63,34,0.615,0.711,0.0444,0.708,144.036
592Ln8BTUH0wFK0jQZWZId,Playground [feat. Bugle & Arama],0,34,0.569,0.676,0.0917,0.784,140.886
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,74,34,0.485,0.619,0.0941,0.424,138.017
1oS15s7e3o4fJxpg9UR9ns,In For The Kill - Skrillex Remix,46,34,0.495,0.685,0.0684,0.52,144.845
0nM7Kb7F9PvGB9W0mLbqlX,All I Want - Amended,11,34,0.366,0.852,0.000323,0.514,172.014
14JJgiD5VDRpMOuTm9AE5J,The Drift,49,34,0.536,0.712,0.0649,0.704,155.966
4w7RuuQAVP0JXlAom3z1aC,Wonderwall,54,34,0.41,0.893,0.000714,0.674,174.648
3UygY7qW2cvG9Llkay6i1i,Going Under,57,34,0.367,0.86,0.00744,0.463,175.021
09ZcYBGFX16X8GMDrvqQwt,For the First Time,60,34,0.396,0.629,0.0328,0.364,173.794
2EDLxm55ESkYQ1h0Isfwdv,Fake Love,47,35,0.924,0.526,0.0816,0.655,133.972
5tRZJO2Tc3sxnPD1KiPka3,Animal,18,35,0.752,0.795,0.0794,0.415,140.017
715hsmXdbYZxrmdJP9boMJ,Running Man Challenge Song,44,35,0.868,0.519,0.00732,0.844,130.093
6ApJN7sbsgAKwO29JbSLiK,Jumpman,45,35,0.859,0.563,0.0595,0.66,142.052
15uFqHGAOvaGCqikvgiW6w,Sleepless - Radio Edit,60,35,0.722,0.635,0.141,0.532,123.999
2DPYlWl50ydYsnnuryL5aX,Cooler Than Me,55,35,0.837,0.515,0.103,0.766,129.001
5BnJmtivM2I6a6KqRZTaqS,Prelude - Original Mix,24,35,0.798,0.858,0.184,0.367,128.022
5MeZ3VxmtSv1O8PcekvLTn,Boom Boom Pow,60,35,0.868,0.848,0.151,0.345,130.115
6zlOUIqcU6juXFww9UNpJK,Five Hours,12,35,0.88,0.821,0.0197,0.576,127.907
7lXCT5xxTVOJAu11FOF8PS,By Your Side,0,35,0.914,0.624,0.0866,0.626,150.034
68J8vrLOTrUUOzaPLtWOHi,Satisfaction - RL Grime Remix,41,35,0.783,0.999,0.129,0.125,145.02
7EAjG4SK1TpsZrtVnnGDsb,No Love,39,35,0.732,0.932,0.11,0.324,129.55
4Li2WHPkuyCdtmokzW2007,Ni**as In Paris,73,36,0.788,0.859,0.127,0.765,140.027
1CHcv3ENgWTEkTUayOBShJ,Soundclash,43,36,0.686,0.969,0.214,0.805,155.003
35DgXvG6UmY7t8Oo7Puiq7,Rap God,31,36,0.704,0.841,0.393,0.624,148.178
7JNtiT1CLAfy95gHRHE6WH,Really Got It,59,36,0.713,0.967,0.294,0.71,148.527
54mXTdOfNN7YYma1iRW3WY,Axel F - Radio Mix,43,36,0.864,0.908,0.297,0.804,138.066
2Vyny7HMXDxIw4NqqkViAn,Cleanin' Out My Closet,25,36,0.907,0.756,0.0816,0.901,148.017
4rMNgxEwGWoPHIUcvB5BrB,It Will Rain,65,36,0.574,0.824,0.359,0.443,149.981
1E89oHk8UPuf3TuqLgSmLe,Bet I (feat. T.I. & Playboy Tre),17,36,0.826,0.89,0.102,0.96,133.989
5wd14CMjlqbSjibnpoTgla,Enigma (feat. GRRL PAL),53,37,0.631,0.909,0.00683,0.636,153.931
1ghUWRA4BLzCVBpzJhbN0m,Karate - Original Mix,57,37,0.626,0.961,0.000407,0.624,128.009
3DDBSKvXiGEN4MiuqbJq34,Cutting Shapes,68,37,0.712,0.913,0.0249,0.565,125.901
20qsOjwLKHgY28t6CNTbMq,Ultra DJ's/Me & You - Spencer & Hill Remix,23,37,0.667,0.927,0.000346,0.666,129.99
23t5Og9w3EQvMWezXmUT5H,Yallah,43,37,0.791,0.928,0.011,0.529,144.954
6jrMVRReY24qzCfe1BRrww,What You Know,65,37,0.556,0.763,0.000728,0.821,138.986
15iosIuxC3C53BgsM5Uggs,All Night,57,37,0.6,0.905,0.00274,0.626,124.032
0hkR93a0LriV2CQUhSXw3h,Lights Down Low,52,37,0.717,0.858,0.0694,0.688,155.41
3WtCu35qpzGCLIGa8pczdu,Colors - Audien Remix,63,37,0.631,0.886,0.0622,0.674,135.032
16Of7eeW44kt0a1M0nitHM,You Make Me Feel... - feat. Sabi,55,37,0.668,0.857,0.0191,0.746,131.959
4I04xFY8Zb2BtL9PJB83rP,I'm A Drum Machine - Radio Edit,2,37,0.779,0.976,0.000251,0.557,127.958
40MkEbKzuSW9ET6HBngqnK,Light It Up (feat. Nyla & Fuse ODG) [Remix],69,37,0.747,0.877,0.0375,0.763,107.991
792NyTUEYZD6jPAARVD9s9,We Run The Night,45,37,0.687,0.866,0.00768,0.675,127.001
43B8RYTuBsUZOr5LwNMeYb,Supernova,21,37,0.826,0.94,0.000407,0.743,110.018
4DvcGIfGhBIGI9ND2V6U9i,Bubblehead,17,37,0.701,0.961,0.000246,0.553,128.079
6jg5SRvdGxvJ0DzNV0UqEK,Please Don't Go,58,37,0.699,0.882,0.00296,0.633,120.016
4YDbInqb45jMFzloEAG531,Mind Control,5,37,0.629,0.895,0.00181,0.537,150.025
36cmM3MBMWWCFIiQ90U4J8,Bounce - Radio Edit,59,37,0.779,0.963,0.0334,0.756,127.941
2TPEDo3bJrmhmDxB2Wi3Kw,Gold Dust (Flux Pavilion Remix),0,37,0.645,0.808,0.00173,0.754,144.82
2TkoUq8sPXmc4KYzKBiTWT,Rock N' Roll [Will Take You To The Mountain],49,37,0.713,0.971,0.00228,0.679,128.064
6VRhkROS2SZHGlp0pxndbJ,Bangarang (feat. Sirah),70,37,0.716,0.972,0.0145,0.566,110.026
5o9JV34izXSnaKVyMjaMdE,International Love,41,37,0.669,0.858,0.0113,0.624,120.027
1A3XPibNuMPTbTWlPgRfTD,All I Ask Of You (feat. Pennybirdrabbit),41,37,0.774,0.909,0.0173,0.699,126.977
6N9ZOtguCnnrvwH7zD82WJ,GDFR (feat. Sage The Gemini & Lookas),66,37,0.657,0.827,0.000704,0.698,145.889
1KtD0xaLAikgIt5tPbteZQ,Thinking About You,64,37,0.725,0.874,0.00262,0.74,127.985
5tXyNhNcsnn7HbcABntOSf,DJ Got Us Fallin' In Love,64,37,0.666,0.878,0.03,0.67,119.932
4RtI4NxSbTIxCMIjERsQ83,Higher,0,37,0.6,0.882,0.0345,0.743,149.037
1CdqVF1ywD0ZO1zXtB9yWa,Break Your Heart,56,37,0.663,0.892,0.00232,0.62,122.025
0ltBH1JNzSvQJPjJpvTu9B,Whistle,64,37,0.754,0.933,0.0199,0.735,103.992
3NcO4jGK1Opb5ea0mYLpxb,Good Feeling,62,37,0.706,0.89,0.0588,0.671,128.011
4Qlkh3gmpXGqYhNt1JPmtq,Finger Trvp,0,37,0.714,0.952,0.000946,0.474,140.024
4hTxIV6k75MFWANXd6cE9c,Pop That,36,37,0.74,0.923,0.0759,0.584,138.026
7H7SZzXnWlJPcsIv5uISXw,Slot Machine,18,37,0.794,0.959,0.0284,0.529,144.986
2GjGyFLu2q3lQ128UgIY3w,Body Body - Ishe Remix,0,37,0.665,0.842,7.03e-05,0.62,140.01
6Ul1QbGgR9PqS9Sj2eci82,I Run This - Original Mix,35,37,0.706,0.899,0.00412,0.799,139.995
1M7ojZPMj1hoZfILxc9ttf,Make It Reign - Original Mix,30,37,0.719,0.942,0.00216,0.782,140.02
3RuyJMim9bt3uhbAPd38xJ,The Show Goes On,41,37,0.625,0.856,0.0388,0.599,143.116
40jr6hmQNFJFGjllxEFMPX,Lines in Wax (feat. Foreign Beggars),35,37,0.657,0.958,0.00187,0.695,139.993
4FX6ZSi5Hcb4aOZarFlIxH,Space Bound,35,37,0.656,0.878,0.035,0.522,142.041
